Date,Close_Price_vti,Close_Price_voo,Close_Price_vig,Close_Price_qyld
4/15/2019,143.976959,257.663483,108.285233,18.727859
4/16/2019,144.015762,257.847382,108.507828,18.744181
4/17/2019,143.482742,257.218445,108.275551,18.727859
4/18/2019,143.695923,257.702209,108.662666,18.736012
4/22/2019,143.734695,257.953857,108.333626,18.776821
4/23/2019,145.178726,260.179199,109.165924,18.850264
4/24/2019,144.984924,259.666412,109.311089,18.804207
4/25/2019,144.742599,259.569641,108.749771,18.808319
4/26/2019,145.527618,260.759735,109.340126,18.84944
4/29/2019,145.740845,261.088715,109.320763,18.865889
4/30/2019,145.750534,261.253265,110.05629,18.832991
5/1/2019,144.665085,259.347137,108.817513,18.841213
5/2/2019,144.422791,258.83432,108.856232,18.816544
5/3/2019,145.983109,261.291901,109.765945,18.898777
5/6/2019,145.517944,260.256683,109.427216,18.865889
5/7/2019,143.007828,256.038055,107.743279,18.62739
5/8/2019,142.775238,255.534866,107.675545,18.676737
5/9/2019,142.319748,254.75116,107.607796,18.62739
5/10/2019,142.978745,255.941284,108.372345,18.709629
5/13/2019,139.363831,249.661774,106.272247,18.133949
5/14/2019,140.623718,251.829102,107.017441,18.33955
5/15/2019,141.457199,253.319168,107.327126,18.586269
5/16/2019,142.73645,255.641327,108.294922,18.783644
5/17/2019,141.728561,254.093201,107.791656,18.635612
5/20/2019,140.720596,252.361282,107.44326,18.446463
5/21/2019,142.096832,254.499588,108.17878,18.590385
5/22/2019,141.583176,253.802948,107.975548,18.545555
5/23/2019,139.780548,250.83252,107.017441,18.338015
5/24/2019,140.119766,251.267944,107.181969,18.279903
5/28/2019,138.888931,249.013443,106.098045,18.28821
5/29/2019,137.939178,247.300873,105.488342,18.097271
5/30/2019,138.210541,247.987839,105.943192,18.2467
5/31/2019,136.349777,244.669083,104.95607,18.005953
6/3/2019,136.0784,243.94342,105.207687,17.582579
6/4/2019,139.13121,249.313431,107.162605,18.072367
6/5/2019,140.197281,251.422745,108.459435,18.205196
6/6/2019,140.982315,253.057907,109.088486,18.298166
6/7/2019,142.261566,255.583252,110.182091,18.645166
6/10/2019,143.05629,256.783081,110.41436,18.786301
6/11/2019,142.920609,256.73465,110.104652,18.844414
6/12/2019,142.726776,256.250916,110.404678,18.761389
6/13/2019,143.385773,257.392639,110.724052,18.852713
6/14/2019,143.075684,257.005585,110.714378,18.827803
6/17/2019,143.179764,257.237823,110.299408,18.935722
6/18/2019,144.745895,259.801849,111.23233,19.076847
6/19/2019,145.241989,260.488831,111.611343,19.134958
6/20/2019,146.574646,262.91745,112.816376,19.159868
6/21/2019,146.594116,262.607819,112.476234,19.134958
6/24/2019,145.777023,262.269165,112.485962,19.168167
6/25/2019,144.395706,259.676086,111.76683,18.993835
6/26/2019,144.123306,259.42453,110.979668,19.056688
6/27/2019,144.989075,260.33493,111.426712,19.098587
6/28/2019,146.000732,261.774261,111.912598,19.098587
7/1/2019,147.03186,264.001556,112.622017,19.333235
7/2/2019,147.372314,264.769928,113.001015,19.36676
7/3/2019,148.481277,266.802643,114.06028,19.442179
7/5/2019,148.393707,266.462219,113.797882,19.442179
7/8/2019,147.596054,265.129791,113.486916,19.391899
7/9/2019,147.858688,265.460449,113.428612,19.45056
7/10/2019,148.461807,266.695648,113.720146,19.500839
7/11/2019,148.666092,267.230591,114.332382,19.534363
7/12/2019,149.42482,268.543518,114.964066,19.551121
7/15/2019,149.32756,268.611694,115.022377,19.551121
7/16/2019,148.948196,267.736328,114.886322,19.559504
7/17/2019,147.965714,265.927307,114.021408,19.551121
7/18/2019,148.510437,266.899872,114.58506,19.551121
7/19/2019,147.664154,265.470184,114.03112,19.458941
7/22/2019,148.014359,266.112091,114.04084,19.584642
7/23/2019,149.006546,267.940552,114.701668,19.668446
7/24/2019,149.920929,269.175812,115.449959,19.732599
7/25/2019,149.123306,267.862793,115.411079,19.638899
7/26/2019,150.203033,269.778778,115.92614,19.753702
7/29/2019,149.843109,269.292511,116.06218,19.736822
7/30/2019,149.69722,268.640839,116.013596,19.686171
7/31/2019,148.062988,265.596588,114.410133,19.567987
8/1/2019,146.691376,263.369385,113.661842,19.466686
8/2/2019,145.504639,261.443634,113.010735,19.204992
8/5/2019,141.185608,253.730942,109.910675,18.614069
8/6/2019,143.024124,256.99884,111.50444,18.901089
8/7/2019,143.179764,257.17392,112.145828,18.968626
8/8/2019,145.903473,262.192535,114.254639,19.399157
8/9/2019,144.862625,260.364044,113.690994,19.247198
8/12/2019,143.072769,257.310089,112.359634,19.044601
8/13/2019,145.115524,261.29776,114.011688,19.424479
8/14/2019,140.922989,253.429459,111.135147,18.825113
8/15/2019,141.185608,254.226974,111.912598,18.850443
8/16/2019,143.325668,257.951996,113.331429,19.145899
8/19/2019,145.027985,261.122681,114.32267,19.289413
8/20/2019,143.919037,259.09964,113.78817,19.230318
8/21/2019,145.134995,261.20047,114.672508,19.287447
8/22/2019,145.00853,261.103241,114.614197,19.287447
8/23/2019,141.350967,254.402054,111.834854,18.929327
8/26/2019,142.780884,257.222565,113.020462,19.108385
8/27/2019,142.119461,256.21106,113.175949,19.099855
8/28/2019,143.131104,257.990936,113.817345,19.168072
8/29/2019,145.027985,261.346375,115.129257,19.32155
8/30/2019,144.979324,261.23941,115.080658,19.32155
9/3/2019,144.035767,259.790192,114.468437,19.236288
9/4/2019,145.572708,262.571899,115.819237,19.389767
9/5/2019,147.518219,266.044006,116.965973,19.492086
9/6/2019,147.547409,266.238525,117.160324,19.517668
9/9/2019,147.634964,266.30661,116.596687,19.500614
9/10/2019,147.780884,266.364929,116.110779,19.560303
9/11/2019,148.987106,268.280975,116.684143,19.568827
9/12/2019,149.434555,269.068787,117.432434,19.568827
9/13/2019,149.288651,269.000641,117.267204,19.585878
9/16/2019,148.985718,268.115662,116.421761,19.61146
9/17/2019,149.34729,268.845062,116.936806,19.61146
9/18/2019,149.327728,269.010437,117.053429,19.607201
9/19/2019,149.230011,268.952087,117.014557,19.619991
9/20/2019,148.575256,267.512634,116.344009,19.492086
9/23/2019,148.653458,267.697418,116.460617,19.500614
9/24/2019,147.275589,265.479889,116.062302,19.313026
9/25/2019,148.203934,267.104156,116.638313,19.480591
9/26/2019,147.75441,266.577423,116.677361,19.41185
9/27/2019,146.874939,265.082245,116.081818,19.248581
9/30/2019,147.558975,266.391754,116.745705,19.420441
10/1/2019,145.633865,263.186432,115.222679,19.296698
10/2/2019,143.268997,258.544647,113.475105,18.990784
10/3/2019,144.4319,260.596802,114.119461,19.214207
10/4/2019,146.317917,264.212524,115.66201,19.454815
10/7/2019,145.741364,263.078918,115.02742,19.429031
10/8/2019,143.386292,258.994141,113.357956,19.171242
10/9/2019,144.705521,261.407898,114.422112,19.368887
10/10/2019,145.633865,263.186432,115.046936,19.471994
10/11/2019,147.197418,265.932465,116.179451,19.635267
10/14/2019,147.060623,265.688141,115.857269,19.686829
10/15/2019,148.506882,268.25824,116.501633,19.867283
10/16/2019,148.233246,267.838013,116.511391,19.858694
10/17/2019,148.721863,268.561188,116.882385,19.893061
10/18/2019,148.125778,267.45694,116.413757,19.712606
10/21/2019,149.093185,269.323425,116.794518,19.841501
10/22/2019,148.643692,268.375519,116.325905,19.777056
10/23/2019,148.946625,269.167053,116.081818,19.770126
10/24/2019,149.357056,269.606812,116.238022,19.878368
10/25/2019,149.953156,270.730621,116.462578,19.960636
10/28/2019,150.861954,272.303955,116.726173,19.986616
10/29/2019,150.832642,272.128052,116.921432,19.969299
10/30/2019,151.194214,273.085724,117.429115,20.012602
10/31/2019,150.666504,272.206207,116.774994,20.029917
11/1/2019,152.278915,274.795898,117.390053,20.073215
11/4/2019,152.835922,275.890381,117.048355,20.073215
11/5/2019,152.699112,275.538605,117.009308,20.116516
11/6/2019,152.630707,275.68512,117.409592,20.116516
11/7/2019,153.148636,276.662415,117.585327,20.099197
11/8/2019,153.578613,277.33667,117.780579,20.133831
11/11/2019,153.275681,276.799194,117.556038,20.133831
11/12/2019,153.539505,277.346436,117.702477,20.133831
11/13/2019,153.607925,277.463715,118.112518,20.116516
11/14/2019,153.764282,277.835052,118.405418,20.133831
11/15/2019,154.936935,279.906769,118.864273,20.255068
11/18/2019,155.024887,280.082672,118.864273,20.272392
11/19/2019,155.07373,279.945862,118.942368,20.30703
11/20/2019,154.585129,278.958862,118.512802,20.250269
11/21/2019,154.194244,278.52887,118.053932,20.224075
11/22/2019,154.536255,279.144531,118.415176,20.215336
11/25/2019,156.002075,281.265106,118.893562,20.372522
11/26/2019,156.334335,281.83194,119.537918,20.398722
11/27/2019,157.077026,283.160919,120.104164,20.436268
11/29/2019,156.373444,282.076172,119.635536,20.424915
12/2/2019,154.956497,279.779694,118.629959,20.320126
12/3/2019,154.037888,277.815521,117.946548,20.250269
12/4/2019,155.034637,279.594025,118.717827,20.30266
12/5/2019,155.259415,280.111969,119.000946,20.346327
12/6/2019,156.637268,282.603912,119.821045,20.442383
12/9/2019,156.138901,281.743958,119.557442,20.433649
12/10/2019,156.002075,281.480103,119.196205,20.433649
12/11/2019,156.373444,282.213043,119.625786,20.468575
12/12/2019,157.653564,284.69516,120.455635,20.538437
12/13/2019,157.653564,284.802673,120.777809,20.551535
12/16/2019,158.806686,286.815735,121.275726,20.590832
12/17/2019,158.865326,286.874359,121.197617,20.595194
12/18/2019,158.933746,286.893921,120.814041,20.599562
12/19/2019,159.627563,288.086121,121.392845,20.608295
12/20/2019,160.44841,289.551971,122.118813,20.721813
12/23/2019,160.546112,289.835785,122.079575,20.726185
12/24/2019,160.581497,289.835785,122.138428,20.748013
12/26/2019,161.357681,291.318512,122.471977,20.79167
12/27/2019,161.210297,291.318512,122.697624,20.77421
12/30/2019,160.335861,289.717957,122.187485,20.730244
12/31/2019,160.758331,290.464233,122.295403,20.761021
1/2/2020,162.094574,293.036987,122.962494,20.870937
1/3/2020,161.062912,290.89624,122.432739,20.848949
1/6/2020,161.613129,291.986267,122.511215,20.884125
1/7/2020,161.229965,291.181061,122.177673,20.901711
1/8/2020,162.025787,292.683472,122.756477,20.945675
1/9/2020,163.037781,294.706299,123.551109,20.954472
1/10/2020,162.566177,293.861816,123.129272,20.958868
1/13/2020,163.676392,295.806091,123.894478,20.972059
1/14/2020,163.587967,295.4133,123.972961,20.989645
1/15/2020,163.990814,296.071228,124.571396,20.976456
1/16/2020,165.395798,298.545776,125.621094,20.998438
1/17/2020,165.808441,299.55719,126.150848,21.077578
1/21/2020,165.454742,298.938538,126.16066,21.076691
1/22/2020,165.552994,299.01712,126.307816,21.058954
1/23/2020,165.739685,299.311707,126.239128,21.094423
1/24/2020,164.167648,296.581848,125.366028,21.014622
1/27/2020,161.701569,291.868439,124.149551,20.730881
1/28/2020,163.263748,295.030365,124.904945,20.98802
1/29/2020,163.155655,294.735779,124.620438,20.996889
1/30/2020,163.548691,295.658783,125.356209,21.050089
1/31/2020,160.66011,290.356232,122.991928,20.846149
2/3/2020,162.074921,292.467407,123.766953,21.050089
2/4/2020,164.629425,296.974609,125.503372,21.245163
2/5/2020,166.25058,300.332947,126.896439,21.236296
2/6/2020,166.712341,301.354187,126.955299,21.307232
2/7/2020,165.759308,299.822296,126.190094,21.298367
2/10/2020,166.977631,301.972809,126.857185,21.360432
2/11/2020,167.439423,302.522675,126.857185,21.333832
2/12/2020,168.490692,304.46698,127.543907,21.369299
2/13/2020,168.421936,304.172424,127.759743,21.395901
2/14/2020,168.697037,304.683014,128.211029,21.378168
2/18/2020,168.304031,303.848358,127.828407,21.395901
2/19/2020,169.158813,305.311493,128.054047,21.41363
2/20/2020,168.647903,304.113495,127.67144,21.41363
2/21/2020,166.918701,300.961395,126.945473,21.047432
2/24/2020,161.426453,290.89624,123.619789,20.537792
2/25/2020,156.494263,282.156799,120.068451,20.036217
2/26/2020,155.629654,280.909729,119.273811,20.170565
2/27/2020,148.81102,268.458496,114.250938,19.203239
2/28/2020,147.808868,266.838226,112.730347,19.158451
3/2/2020,153.929901,278.74942,117.880753,20.125782
3/3/2020,149.960556,271.060638,114.98671,19.579422
3/4/2020,155.953873,282.294342,119.921295,20.331789
3/5/2020,150.756393,272.838013,116.213005,19.713772
3/6/2020,147.956223,268.262085,115.251587,19.454029
3/9/2020,136.077682,247.562332,107.884048,18.056776
3/10/2020,142.827515,260.267395,112.534126,18.997231
3/11/2020,135.596252,247.363037,106.942253,18.23591
3/12/2020,122.410965,223.438675,97.494911,16.552048
3/13/2020,133.552628,244.314529,105.519753,17.949297
3/16/2020,118.353203,215.634918,94.267326,16.113167
3/17/2020,124.28756,229.752747,100.594978,16.856571
3/18/2020,117.125061,217.19368,97.053452,16.31917
3/19/2020,117.98967,217.381134,96.710106,16.489349
3/20/2020,113.175369,207.910065,91.461578,16.328125
3/23/2020,109.952744,201.526947,87.547256,16.283798
3/24/2020,120.386993,220.745346,95.395508,16.817545
3/25/2020,122.047447,223.576797,96.768951,16.880869
3/26/2020,129.456802,237.013916,102.549492,17.188452
3/27/2020,125.329529,229.733002,100.272377,16.781357
3/30/2020,129.130981,237.161896,103.811279,17.278921
3/31/2020,127.284569,233.639847,101.91861,17.432711
4/1/2020,121.409584,223.113113,97.89666,17.097988
4/2/2020,123.937302,228.332062,100.449814,17.306057
4/3/2020,121.82428,224.958008,99.089447,17.294304
4/6/2020,130.345459,240.25972,105.644806,17.726723
4/7/2020,130.493591,240.387985,105.230782,17.749344
4/8/2020,135.075089,248.546921,108.326103,17.848852
4/9/2020,137.602798,252.23671,109.745613,17.758385
4/13/2020,135.963715,249.789993,108.020523,17.885038
4/14/2020,140.091034,257.416199,111.441124,17.903131
4/15/2020,136.803024,251.812485,108.986565,17.866945
4/16/2020,137.444809,253.085159,109.686462,17.794575
4/17/2020,141.335129,260.070068,112.90992,18.084063
4/20/2020,139.044403,255.383865,110.534218,17.89126
4/21/2020,134.729477,247.580078,107.567062,17.525763
4/22/2020,137.770645,253.02597,109.814621,17.818163
4/23/2020,137.79039,252.976654,109.341446,17.854712
4/24/2020,139.844177,256.646698,110.721519,18.074015
4/27/2020,142.322525,260.356201,112.407181,18.211077
4/28/2020,141.878204,259.152588,112.367752,18.037462
4/29/2020,145.896881,265.831665,113.905556,18.357275
4/30/2020,144.001099,263.513245,111.983299,18.338999
5/1/2020,140.021896,256.330994,109.637169,18.119701
5/4/2020,140.555099,257.139984,109.676613,18.275042
5/5/2020,141.858444,259.507751,110.711655,18.412098
5/6/2020,141.0784,257.761475,109.538597,18.457788
5/7/2020,142.924835,260.809998,110.642662,18.485199
5/8/2020,145.610535,265.170654,112.21003,18.603989
5/11/2020,145.630295,265.210144,112.081871,18.667952
5/12/2020,142.529892,259.872772,110.001907,18.640535
5/13/2020,139.666443,255.265472,108.04023,18.649675
5/14/2020,141.167282,258.343597,108.710548,18.7045
5/15/2020,142.016434,259.507751,109.321724,18.722775
5/18/2020,146.726303,267.439758,112.880356,18.892595
5/19/2020,145.166214,264.914154,111.145401,18.846451
5/20/2020,147.851913,269.235321,112.466324,18.97566
5/21/2020,146.963257,267.301636,111.874863,18.947975
5/22/2020,147.37796,267.903442,112.052307,18.957201
5/26/2020,149.431732,271.346588,113.521103,19.012577
5/27/2020,151.791595,275.302765,115.25605,19.03104
5/28/2020,151.26828,274.760132,115.58136,19.012577
5/29/2020,151.771866,275.993347,116.015091,19.067957
6/1/2020,152.798752,277.19696,116.074242,19.132561
6/2/2020,153.953995,279.475952,117.089584,19.178709
6/3/2020,156.353363,283.16568,118.696388,19.197166
6/4/2020,155.859665,282.445526,117.927483,19.206396
6/5/2020,159.858582,289.667206,120.500336,19.215628
6/8/2020,162.030853,293.179413,121.614265,19.215628
6/9/2020,160.549774,291.097748,120.096169,19.234083
6/10/2020,159.355011,289.282471,119.475143,19.252544
6/11/2020,149.955048,272.609406,113.185944,19.104876
6/12/2020,152.02858,275.894684,113.944977,19.15102
6/15/2020,153.657761,278.410461,114.713882,19.252544
6/16/2020,156.610077,283.856354,116.783997,19.271002
6/17/2020,155.849777,282.554047,116.419258,19.271002
6/18/2020,155.978134,282.810547,116.340393,19.30792
6/19/2020,155.09935,281.14325,115.571495,19.363295
6/22/2020,156.175613,283.007843,116.093948,19.464909
6/23/2020,156.787796,284.290405,116.567123,19.55813
6/24/2020,152.532135,277.019409,113.836555,19.353043
6/25/2020,154.377045,279.949524,114.743462,19.483553
6/26/2020,150.786423,273.388763,112.880356,19.203888
6/29/2020,152.998337,277.378418,114.556076,19.362366
6/30/2020,155.259827,281.077423,116.121811,19.576775
7/1/2020,156.162445,283.001343,116.141624,19.744576
7/2/2020,156.787338,284.429382,116.785759,19.781864
7/6/2020,159.257126,288.842468,118.054199,19.893732
7/7/2020,157.64035,285.847534,117.410072,19.856443
7/8/2020,158.929794,287.969757,117.816368,19.931021
7/9/2020,157.947845,286.502045,117.063232,19.931021
7/10/2020,159.643951,289.37796,118.123566,19.949667
7/13/2020,157.918076,286.759888,117.677635,19.884413
7/14/2020,159.991119,290.597748,119.659569,19.977634
7/15/2020,161.974899,293.176178,120.858643,19.996279
7/16/2020,161.250824,292.323303,120.809097,20.033567
7/17/2020,161.865784,293.096832,121.552322,20.014921
7/20/2020,163.105652,295.536438,121.264946,20.225843
7/21/2020,163.571823,296.151276,121.889252,20.103436
7/22/2020,164.42485,297.837158,122.979324,20.150513
7/23/2020,162.629547,294.276947,122.295547,19.905693
7/24/2020,161.369843,292.372925,121.790161,19.811535
7/27/2020,162.758484,294.505066,122.176636,20.028107
7/28/2020,161.568222,292.680328,121.631599,19.981022
7/29/2020,163.710693,296.220734,122.81086,20.122267
7/30/2020,163.343689,295.13974,122.33519,20.131683
7/31/2020,164.17688,297.6091,121.899162,20.320007
8/3/2020,165.605209,299.483398,122.612663,20.423586
8/4/2020,166.259842,300.742859,123.187424,20.470663
8/5/2020,167.46994,302.617157,124.019836,20.527161
8/6/2020,168.283295,304.650146,124.426132,20.527161
8/7/2020,168.42215,304.808807,125.169357,20.536575
8/10/2020,168.888336,305.78067,125.793678,20.564823
8/11/2020,167.529449,303.311371,125.536026,20.437704
8/12/2020,169.771118,307.466583,127.012566,20.564823
8/13/2020,169.642166,306.940979,126.804466,20.583658
8/14/2020,169.592575,306.940979,126.83419,20.625088
8/17/2020,170.31665,307.932678,127.250397,20.668402
8/18/2020,170.574539,308.577271,127.18103,20.658987
8/19/2020,169.909988,307.268219,126.735092,20.658987
8/20/2020,170.395996,308.240112,126.526993,20.687233
8/21/2020,170.82251,309.340881,126.804466,20.77198
8/24/2020,172.459106,312.484589,127.934174,20.771978
8/25/2020,173.034409,313.575439,128.023361,20.838556
8/26/2020,174.601593,316.778625,128.538666,20.99073
8/27/2020,175.018173,317.41333,129.480072,20.9622
8/28/2020,176.238205,319.476044,130.480957,21.038288
8/31/2020,175.841446,318.355408,129.410706,21.05731
9/1/2020,177.398727,321.330536,130.352127,21.14291
9/2/2020,179.769318,326.011353,132.631363,21.180952
9/3/2020,173.520447,314.72583,128.826035,20.848068
9/4/2020,172.042526,312.206909,127.934174,20.771978
9/8/2020,167.212051,303.628723,125.744125,20.210833
9/9/2020,170.485275,309.618561,128.072906,20.67687
9/10/2020,167.688156,304.203857,126.219795,20.37252
9/11/2020,167.747665,304.432007,126.893654,20.334475
9/14/2020,170.366241,308.388855,128.449463,20.733936
9/15/2020,171.338303,309.975586,129.053955,20.9622
9/16/2020,170.772919,308.726044,128.954865,20.724424
9/17/2020,169.364441,306.028595,128.142273,20.439096
9/18/2020,167.717911,302.468414,127.17112,20.191811
9/21/2020,165.694473,299.185883,125.367561,20.260979
9/22/2020,167.340988,302.210571,126.34861,20.38587
9/23/2020,163.304016,295.209167,124.327034,20.136089
9/24/2020,163.651184,296.022339,124.436043,20.164909
9/25/2020,166.2845,300.762695,125.991867,20.491545
9/28/2020,169.302231,305.800507,127.666603,20.626041
9/29/2020,168.356064,304.056641,127.097305,20.654861
9/30/2020,169.620926,306.397064,128.05278,20.712505
10/1/2020,171.035187,308.339142,128.550415,20.760542
10/2/2020,169.700607,305.470856,127.943298,20.654861
10/5/2020,172.758194,310.809021,129.844284,20.837397
10/6/2020,170.626846,306.466797,128.530502,20.750935
10/7/2020,173.604752,311.725281,130.600693,20.866213
10/8/2020,175.128555,314.484009,131.566116,20.914251
10/9/2020,176.60257,317.282562,132.74054,20.952677
10/12/2020,179.221924,322.401642,133.895065,20.904642
10/13/2020,178.275772,320.340057,133.427292,20.952677
10/14/2020,177.090591,318.338257,132.850021,20.962284
10/15/2020,177.150345,317.959808,132.959503,20.933466
10/16/2020,176.83165,317.690887,133.546707,20.904642
10/19/2020,174.30191,312.890533,131.436722,20.717361
10/20/2020,174.909439,314.125488,131.934372,20.794992
10/21/2020,174.311874,313.5578,131.675598,20.78529
10/22/2020,175.54686,315.280762,132.023941,20.824102
10/23/2020,176.124512,316.356354,132.511627,20.882326
10/26/2020,172.927505,310.530182,130.063232,20.63003
10/27/2020,172.230331,309.504364,129.048065,20.775585
10/28/2020,166.523514,298.847961,125.226181,20.125439
10/29/2020,168.097122,301.995087,125.843254,20.455362
10/30/2020,166.314377,298.598969,125.146553,20.07692
11/2/2020,168.047318,302.074768,127.007729,20.082739
11/3/2020,171.274216,307.402985,129.575562,20.435957
11/4/2020,175.009048,314.324646,131.187912,21.144325
11/5/2020,178.624359,320.479492,133.347656,21.435436
11/6/2020,178.534714,320.439667,133.626343,21.483953
11/9/2020,180.656097,324.43335,135.169022,21.280178
11/10/2020,180.357315,324.015045,136.134445,21.086103
11/11/2020,181.821365,326.295715,136.532562,21.435436
11/12/2020,180.028641,323.278046,135.318329,21.39662
11/13/2020,182.578308,327.670105,137.159592,21.55188
11/16/2020,184.809235,331.643829,138.851563,21.716841
11/17/2020,184.39093,329.990601,137.786621,21.70714
11/18/2020,182.438858,325.986969,136.174271,21.648914
11/19/2020,183.454727,327.35141,136.532562,21.79447
11/20/2020,182.488647,325.160339,135.796051,21.726545
11/23/2020,183.98259,327.08252,136.661942,21.758892
11/24/2020,186.831009,332.380829,138.453461,21.91571
11/25/2020,186.761307,331.833069,137.886139,21.98432
11/27/2020,187.418625,332.779205,138.04538,22.023523
11/30/2020,185.944611,331.285309,137.707001,22.092136
12/1/2020,188.305038,334.930389,138.672424,22.150942
12/2/2020,188.464371,335.637512,138.264343,22.180346
12/3/2020,188.84285,335.537933,137.866241,22.219551
12/4/2020,190.735153,338.426117,139.150146,22.239153
12/7/2020,190.526016,337.798676,138.50322,22.268557
12/8/2020,191.352661,338.774689,138.871475,22.28816
12/9/2020,189.470306,335.766998,138.403687,22.190147
12/10/2020,189.749161,335.607635,137.617416,22.219551
12/11/2020,189.410538,335.179382,138.085205,22.248955
12/14/2020,188.872726,333.64566,137.308884,22.297962
12/15/2020,191.462204,338.256805,139.050629,22.346968
12/16/2020,191.73111,338.774689,138.990906,22.346968
12/17/2020,193.235001,340.617157,140.145432,22.376371
12/18/2020,192.687225,339.252747,140.026001,22.327366
12/21/2020,192.129501,338.207001,139.050003,22.307764
12/22/2020,192.169327,337.540009,138.610001,22.346968
12/23/2020,192.498001,337.809998,138.550003,22.317564
12/24/2020,192.820007,339.160004,139.229996,22.386173
12/28/2020,194.039993,342.109985,140.070007,22.562597
12/29/2020,193.229996,341.390015,139.759995,22.542994
12/30/2020,193.75,341.850006,140.199997,22.582594
12/31/2020,194.639999,343.690002,141.169998,22.572695
1/4/2021,191.869995,339.029999,139.270004,22.463791
1/5/2021,193.419998,341.26001,139.720001,22.572695
1/6/2021,195.160004,343.329987,141.479996,22.453892
1/7/2021,198.289993,348.459991,142.350006,22.760799
1/8/2021,199.25,350.420013,142.850006,22.820202
1/11/2021,198.059998,348.130005,142.419998,22.7707
1/12/2021,198.759995,348.160004,142.309998,22.800402
1/13/2021,198.979996,349.029999,142.110001,22.869703
1/14/2021,198.789993,347.850006,141.300003,22.840002
1/15/2021,197.059998,345.369995,140.75,22.740999
1/19/2021,198.860001,348.100006,141.080002,22.940001
1/20/2021,201.369995,352.829987,142.009995,23.1
1/21/2021,201.220001,353.160004,141.559998,23.16
1/22/2021,200.889999,351.899994,140.970001,23.139999
1/25/2021,201.460007,353.329987,141.449997,23.219999
1/26/2021,200.729996,352.799988,141.210007,23.200001
1/27/2021,195.910004,344.23999,137.720001,22.9
1/28/2021,197.449997,347.130005,139.770004,23.02
1/29/2021,193.990005,340.179993,137.050003,22.83
2/1/2021,197.300003,345.769989,138.570007,23.129999
2/2/2021,200.130005,350.73999,140.460007,23.299999
2/3/2021,200.429993,351.089996,140.110001,23.309999
2/4/2021,202.970001,355.019989,141.160004,23.389999
2/5/2021,204.110001,356.440002,141.809998,23.42
2/8/2021,205.940002,359.070007,142.830002,23.450001
2/9/2021,206.020004,358.779999,142.949997,23.440001
2/10/2021,205.929993,358.640015,142.830002,23.4
2/11/2021,206.419998,359.220001,143.199997,23.450001
2/12/2021,207.490005,361.049988,143.360001,23.459999
2/16/2021,207.119995,360.709991,142.740005,23.469999
2/17/2021,206.690002,360.790009,143.039993,23.469999
